source_url,related,animal_context_summary,affect_summary.,date_introduced,affect_summary,raw_output,mentions_of_lobbying,bill_title,sentiment_towards_animal_welfare,id,summary,ministry,animal_agriculture_relevant
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/156_2023_LS_Eng1212202350947PM.pdf?source=legislation,yes,"The bill directly allocates funds to the 'Department of Animal Husbandry and Dairying' (Revenue: Rs. 2,00,000, Capital: Rs. 147,32,00,000) and the 'Department of Fisheries' (Revenue: Rs. 2,00,000). It also provides funding to the 'Department of Agriculture, Cooperation and Farmers Welfare' (Revenue: Rs. 2,00,000, Capital: Rs. 6,28,00,000), which encompasses livestock and dairy farming, and the 'Ministry of Food Processing Industries' (Revenue: Rs. 2,00,000, Capital: Rs. 1,00,000), which often deals with animal products.","This Appropriation Bill directly impacts animal welfare and agriculture by providing financial allocations to key departments. The funds allocated to the Department of Animal Husbandry and Dairying and the Department of Fisheries are crucial for their operations, including programs related to animal health, livestock development, dairy production, and fisheries management. While the bill itself does not introduce new policies, it ensures the financial capacity for these departments to implement existing animal-related schemes and potentially embark on new initiatives. The level of funding can thus influence the scope and effectiveness of government efforts concerning animal health, welfare, and the industries reliant on animals.",As introduced in Lok Sabha (specific date not mentioned in partial text),,,[],"THE APPROPRIATION (No. 3) BILL, 2023",Neutral,77,"This is an Appropriation Bill for the financial year 2023-24. Its purpose is to authorize the payment and appropriation of specific further sums, totaling one lakh twenty-nine thousand three hundred forty-eight crore and eighty-five lakh rupees, from the Consolidated Fund of India to various government services and purposes as detailed in the Schedule.","Ministry of Finance (as it's an Appropriation Bill), with funds allocated to various ministries/departments including Department of Animal Husbandry and Dairying, Department of Fisheries, and Department of Agriculture, Cooperation and Farmers Welfare.",True
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/157_2023_LS_Eng1212202351040PM.pdf?source=legislation,no,"N/A - The bill does not contain any content related to animals, animal welfare, animal testing, livestock, dairy, or the meat industry.",,"December 5, 2023",Not applicable as the bill does not relate to animal welfare policy. Its focus is on the authorization of past excess government expenditures across various departments and services.,,"None identified. The individuals mentioned are government officials in their official capacity (Smt. Nirmala Sitharaman, Minister of Finance and Corporate Affairs; the President of India; the Secretary-General, Lok Sabha).","The Appropriation (No. 4) Bill, 2023",Neutral,78,"This bill seeks to authorize the appropriation of moneys from the Consolidated Fund of India to regularize expenditures that exceeded approved grants for certain government services during the financial year ended March 31, 2021. It retrospectively approves the payment of approximately one lakh eighteen thousand six hundred and fifty-one crore rupees for various departments, including Food and Public Distribution and Defence, covering past excess spending.",Ministry of Finance and Corporate Affairs,False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/171_2023_LS_Eng12122023124407PM.pdf?source=legislation,no,"N/A - This bill does not contain any content related to animals, animal welfare, animal testing, livestock, dairy, or the meat industry.","This bill is solely focused on political representation and legislative structure within the Union territory of Puducherry, specifically regarding the reservation of seats for women. It contains no provisions, clauses, or objectives that would directly or indirectly affect animal welfare policy, animal agriculture, or any related sectors. Therefore, its impact on animal welfare policy is non-existent.","8th December, 2023",,,"['Shri Amit Shah, Minister of Home Affairs and Cooperation (as the introducer of the bill)']","THE GOVERNMENT OF UNION TERRITORIES (AMENDMENT) BILL, 2023",Neutral,79,"This Bill seeks to amend the Government of Union Territories Act, 1963, to introduce reservation of seats for women in the Legislative Assembly of the Union territory of Puducherry. Specifically, it proposes to reserve approximately one-third of the total seats for women, including a proportion for Scheduled Caste women. This amendment is a direct consequence of the Constitution (One Hundred and Sixth Amendment) Act, 2023, which provides for similar reservations at the national and state levels, aiming to enhance women's representation in legislative processes.",Ministry of Home Affairs and Cooperation,False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/172_2023_LS_Eng12122023124424PM.pdf?source=legislation,no,"Not applicable, as this bill does not pertain to animal welfare, animal testing, livestock, dairy, or the meat industry.",,"December 8, 2023","This bill focuses entirely on electoral reforms and gender representation within the Legislative Assembly of the Union Territory of Jammu and Kashmir. It contains no provisions that would directly or indirectly affect animal welfare policy, animal agriculture, or any related areas.",,[],"THE JAMMU AND KASHMIR REORGANISATION (SECOND AMENDMENT) BILL, 2023",Neutral,80,"This bill seeks to amend the Jammu and Kashmir Reorganisation Act, 2019, by introducing new sections 14A and 14B. It proposes to reserve as nearly as one-third of the seats for women in the Legislative Assembly of the Union Territory of Jammu and Kashmir, including specific reservations for Scheduled Castes and Scheduled Tribes women. The implementation of these reservations is contingent upon the publication of figures from the first census taken after the bill's commencement and a subsequent delimitation exercise, with an initial duration of fifteen years.",Ministry of Home Affairs and Cooperation,False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/173_2023_LS_Eng1212202342949PM.pdf?source=legislation,no,"N/A - No animal-related content, including animal welfare, animal testing, livestock, dairy, or the meat industry, is present in the provided partial bill text.","N/A - As no animal-related content is present in the provided partial text, this bill does not appear to directly affect animal welfare policy based on the available information.","2023 (specific date not provided, introduced in Lok Sabha)",,,"N/A - No specific organizations, companies, or politicians involved in influencing this bill are mentioned in this partial arrangement of clauses.","THE BHARATIYA NYAYA (SECOND) SANHITA, 2023",Neutral,81,"This bill, 'The Bharatiya Nyaya (Second) Sanhita, 2023,' outlines a comprehensive framework for criminal law. The provided partial content details general principles of punishments, various general exceptions to criminal liability (e.g., acts of children, unsound mind, self-defense), and specific provisions related to abetment, criminal conspiracy, and attempt. It also includes a significant chapter dedicated to offenses against women and children, covering sexual offenses, dowry death, and cruelty.","Not specified in the provided text, likely Ministry of Law and Justice or Ministry of Home Affairs given the subject matter.",False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/174_2023_LS_Eng1212202343003PM.pdf?source=legislation,no,"No sections related to animal welfare, animal testing, livestock, dairy, or the meat industry are mentioned in the provided arrangement of clauses.","This bill, as indicated by its table of contents, primarily deals with criminal procedure, arrests, court powers, and evidence collection concerning human offenses. It does not appear to contain any provisions that would directly or indirectly affect animal welfare policy, animal agriculture, or related industries.",2023,,,None mentioned in the provided text.,"THE BHARATIYA NAGARIK SURAKSHA (SECOND) SANHITA, 2023",Neutral,82,"This bill outlines the procedural aspects of the criminal justice system, covering the constitution and powers of criminal courts and magistrates, the powers of police officers, procedures for arrest, and processes to compel appearance and the production of evidence (summons, warrants, search warrants). It appears to be a comprehensive code for criminal procedure.",Not specified in the provided text. (Typically Ministry of Home Affairs or Ministry of Law and Justice for such legislation in India.),False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/175_2023_LS_Eng1212202343017PM.pdf?source=legislation,no,"Not applicable; the provided content of the bill is a general law of evidence and does not contain any specific provisions, clauses, or language related to animals, animal welfare, animal testing, livestock, dairy, or the meat industry.","This bill, as a general law of evidence, does not directly affect animal welfare policy. Its provisions govern the admissibility and weight of evidence in all legal cases. Therefore, while it would dictate how evidence is presented in cases *related* to animal welfare (e.g., animal cruelty prosecutions, regulatory compliance cases for animal agriculture), it does not establish or change any substantive animal welfare policies itself.",2023,,,[],"THE BHARATIYA SAKSHYA (SECOND) BILL, 2023",Neutral,83,"This bill outlines the rules and principles of evidence for legal proceedings. It defines what constitutes relevant facts, various types of evidence (oral, documentary, electronic), admissions, expert opinions, and presumptions. The bill appears to be a comprehensive update or replacement for an existing evidence act, incorporating modern forms of evidence such as electronic and digital records.","Not specified in provided text (likely Ministry of Law and Justice or Ministry of Home Affairs, given its nature as an evidence bill)",False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/141_2023_LS_E1242023123216PM.pdf?source=legislation,no,"N/A - The bill does not contain any sections related to animals, animal welfare, animal testing, livestock, dairy, or the meat industry.","No direct impact on animal welfare policy. The bill focuses exclusively on the establishment of a new Central Tribal University dedicated to higher education and research, with no provisions or implications related to animal welfare, agriculture, or related industries.","24th November, 2023",,,"None explicitly mentioned. The bill is sponsored by Shri Dharmendra Pradhan, Minister of Education; Skill Development & Entrepreneurship.","THE CENTRAL UNIVERSITIES (AMENDMENT) BILL, 2023",Neutral,84,"This bill, the Central Universities (Amendment) Bill, 2023, seeks to amend the Central Universities Act, 2009. Its core purpose is to establish the 'Sammakka Sarakka Central Tribal University' in Telangana. This university aims to provide higher education and research avenues, primarily focusing on tribal art, culture, customs, and technological advancement for India's tribal population, in fulfillment of an obligation under the Andhra Pradesh Reorganisation Act, 2014.",Ministry of Education; Skill Development & Entrepreneurship,False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/141_2023_LS_E1242023123216PM.pdf?source=legislation,no,"Not applicable; the bill does not contain any content related to animals, animal welfare, animal testing, livestock, dairy, or the meat industry.","This bill is exclusively focused on the establishment of a Central Tribal University to enhance higher education and research opportunities for the tribal population in India. It contains no provisions or implications related to animal welfare, animal testing, livestock, or the animal agriculture industry. Therefore, it is expected to have no direct effect on animal welfare policy.","24th November, 2023",,,None found in text beyond the minister introducing the bill.,"THE CENTRAL UNIVERSITIES (AMENDMENT) BILL, 2023",Neutral,85,"This bill proposes to amend the Central Universities Act, 2009, to facilitate the establishment of a new Central University named 'Sammakka Sarakka Central Tribal University' in Telangana. Its primary objective is to offer higher education and research facilities, specifically catering to the tribal population of India, promoting tribal art, culture, customs, and technological advancement. The establishment is also a mandate under the Andhra Pradesh Reorganisation Act, 2014.",Ministry of Education; Skill Development & Entrepreneurship,False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/124_2023_LS_E919202323027PM.pdf?source=legislation,,,,,,"I am sorry, but the government bill text content was not provided. Please provide the bill text so I can analyze it and generate the requested JSON output.",,,,86,,,
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/124_2023_LS_E919202323027PM.pdf?source=legislation,Cannot determine without bill content.,"No bill content provided, therefore no animal-related context can be summarized.",Cannot determine how this might affect animal welfare policy without the bill content.,Not found (Please provide bill text),,,[],Not found (Please provide bill text),Neutral (Cannot assess without content),87,Unable to summarize the bill as no content was provided. Please provide the bill text for analysis.,Not found (Please provide bill text),False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/cgst8112023123106PM.pdf?source=legislation,no,"While 'horse racing' is mentioned, it is exclusively in the context of its taxability under the Goods and Services Tax (GST) framework as a 'specified actionable claim' (i.e., betting), not concerning animal welfare, livestock, or agricultural aspects of horses or any other animals.","This bill is purely a tax amendment focused on the Goods and Services Tax implications for online gaming, casinos, and horse racing. It does not contain any provisions related to animal welfare, animal testing, livestock, or the dairy/meat industry, and therefore has no direct or indirect impact on animal welfare policy.","9th August, 2023",,,"['various associations (made representations to the GST Council on taxability issues)', 'Nirmala Sitharaman (Minister of Finance and Corporate Affairs, introducing the bill)']","THE CENTRAL GOODS AND SERVICES TAX (AMENDMENT) BILL, 2023",Neutral,88,"This bill amends the Central Goods and Services Tax Act, 2017, to provide clarity regarding the taxability of online gaming, online money gaming, casinos, and horse racing. It introduces specific definitions for these terms and 'virtual digital assets', clarifies who is deemed a 'supplier' for such actionable claims, and mandates registration for foreign suppliers of online money gaming to persons in India.",Ministry of Finance and Corporate Affairs,False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/igst8112023123445PM.pdf?source=legislation,yes,"The bill explicitly mentions 'Horse Racing' in its 'STATEMENT OF OBJECTS AND REASONS'. It states that the Goods and Service Tax Council considered representations regarding the taxability of Casinos, Horse Racing, and Online Gaming, leading to recommended amendments in the Act to provide clarity on their taxation.","This bill primarily focuses on amendments to tax law (Integrated Goods and Services Tax) concerning specific services like online gaming, casinos, and horse racing. While horse racing involves animals, the bill's provisions are purely fiscal and do not address or regulate animal welfare, treatment, or other related policies. Therefore, it has no direct impact on animal welfare policy.",Not specified in the provided text (mentions 'Seventy-fourth Year of the Republic of India'),,,"The 'STATEMENT OF OBJECTS AND REASONS' mentions that the 'Goods and Service Tax Council (GST Council) in its 50th and 51st meetings considered representation from various associations', indicating lobbying efforts by these unspecified associations.","THE INTEGRATED GOODS AND SERVICES TAX (AMENDMENT) BILL, 2023",Neutral,89,"This bill amends the Integrated Goods and Services Tax Act, 2017, to clarify the taxability of online gaming, casinos, and horse racing. It introduces specific provisions for online money gaming supplied by entities located outside the taxable territory, including requirements for registration, integrated tax payment, and the blocking of access for non-compliance. Additionally, it revises rules for determining the place of supply for goods provided to unregistered persons.",Central Government (with recommendations from the GST Council),False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/121_2023_LS_ENG811202312748PM.pdf?source=legislation,no,"No specific sections or clauses directly relate to animal welfare, animal testing, livestock, dairy, or the meat industry in the provided table of contents.","This bill does not appear to directly affect animal welfare policy, as its scope is focused on general criminal law, punishments, and specific offences against humans, particularly women and children. There are no provisions or references within the provided table of contents that pertain to animals, animal agriculture, or animal welfare.",2023,,,[],"THE BHARATIYA NYAYA SANHITA, 2023",Neutral,90,"The Bharatiya Nyaya Sanhita, 2023, outlines a comprehensive framework for criminal law, covering general principles of punishments, exceptions, abetment, criminal conspiracy, and attempt. A significant portion is dedicated to offences against women and children, including sexual offences, crimes related to marriage, and acts causing miscarriage. This bill appears to replace or substantially amend existing criminal codes in India.",Not specified in the provided text.,False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/122_2023_LS_ENG811202312939PM.pdf?source=legislation,no,"No specific mention of animals, animal welfare, animal testing, livestock, dairy, or the meat industry is found in the provided arrangement of clauses. The bill focuses exclusively on criminal procedure, courts, police powers, and related legal processes.","Based on the provided arrangement of clauses, this bill is a procedural law governing criminal justice and does not appear to have any direct impact on animal welfare policy.",2023,,,[],"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023",Neutral,91,"This bill, 'The Bharatiya Nagarik Suraksha Sanhita, 2023,' outlines the comprehensive framework for criminal procedure in India. It details the constitution and powers of criminal courts, magistrates, and police officers, establishes procedures for arrest, securing appearance, and production of evidence, and sets out regulations for conducting searches and seizures within the criminal justice system.","Ministry of Home Affairs or Ministry of Law and Justice (inferred, not explicitly stated in text)",False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/123_2023_LS_ENG811202320706PM.pdf?source=legislation,no,"No sections or clauses within the provided content directly relate to animals, animal welfare, animal testing, livestock, dairy, or the meat industry. The bill focuses exclusively on the general rules and procedures for evidence in legal proceedings.","This bill primarily concerns the rules and procedures for presenting and admitting evidence in courts, which are foundational to any legal proceeding. It does not contain any substantive provisions directly related to animal welfare, animal testing, livestock, or the animal agriculture industry. Therefore, it is unlikely to have a direct impact on animal welfare policy. Its effect, if any, would be indirect, through the general application of evidence law in cases that might involve animals (e.g., animal cruelty cases), but it does not change the substantive laws governing animal welfare.",2023 (no specific date mentioned),,,[],"THE BHARATIYA SAKSHYA BILL, 2023",Neutral,92,"The Bharatiya Sakshya Bill, 2023, is a proposed law that aims to consolidate and amend the law relating to evidence in India. It outlines what constitutes relevant facts, how different types of evidence (oral, documentary, electronic, digital) can be presented and proved in court, rules for admissions and confessions, expert opinions, and presumptions related to various documents. The bill seeks to modernize and streamline the legal framework concerning evidence.",Not specified in the provided text (typically introduced by the Ministry of Home Affairs or Law and Justice in India for such bills).,False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/115_2023_LS_ENG%20(2)842023123422PM.pdf?source=legislation,yes,"The bill establishes the Anusandhan National Research Foundation to provide strategic direction and support for research, innovation, and entrepreneurship in various fields, including ""health and agriculture."" While not exclusively focused on animals, the term ""agriculture"" inherently encompasses livestock, dairy, and meat industries, as well as animal health. Research funded under this Foundation within these domains could indirectly relate to animal welfare, animal health, or sustainable animal-related practices.","The establishment of the Anusandhan National Research Foundation, with its mandate to support research in 'health and agriculture,' could indirectly affect animal welfare policy. The Foundation's funding of research projects related to animal health, sustainable farming practices, disease management in livestock, or even the development of alternatives to animal testing or products, could generate scientific insights and technologies. These advancements might then inform future policies or practices concerning animal welfare in agricultural or health sectors, though the bill itself does not set specific animal welfare policies.",2023 (specific date not provided),,,[],"THE ANUSUDHAN NATIONAL RESEARCH FOUNDATION BILL, 2023",Neutral,93,"This bill proposes the establishment of the Anusandhan National Research Foundation (ANRF) as an apex body to provide high-level strategic direction for research, innovation, and entrepreneurship. It aims to promote, monitor, and support research across a broad spectrum of fields, including natural sciences, engineering, environmental sciences, health, and agriculture, as well as the scientific and technological interfaces of humanities and social sciences. The bill outlines the Foundation's objectives, governance structure, and financial mechanisms to foster a robust research ecosystem.",Not specified (Central Government),True
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/115_2023_LS_ENG%20(2)842023123422PM.pdf?source=legislation,no,"Clause 4(1) states that the Foundation shall provide high-level strategic direction for research, innovation, and entrepreneurship in fields including ""health and agriculture."" This broad mandate for agriculture research means the Foundation's activities could encompass areas directly related to animal agriculture, livestock management, animal health within farming systems, and other related domains.","The establishment of the Anusandhan National Research Foundation, with its mandate to provide strategic direction and fund research in 'agriculture,' has the potential to significantly affect animal welfare policy. Depending on the priorities and roadmaps set by the Foundation's Governing Board and Executive Council, it could either fund research that promotes improved animal welfare standards, sustainable animal agriculture practices, or alternatives to animal products, or conversely, it could focus on research that prioritizes production efficiency potentially at the expense of animal welfare. The direct impact will depend on the specific research projects and policies adopted.",,,,[],"THE ANUSANDHAN NATIONAL RESEARCH FOUNDATION BILL, 2023",Neutral,94,"The Anusandhan National Research Foundation Bill, 2023 aims to establish an apex body, the Anusandhan National Research Foundation, to provide high-level strategic direction for research, innovation, and entrepreneurship across various scientific fields. Its objectives include preparing research roadmaps, facilitating research at academic institutions, funding grant proposals, and assisting in setting up research infrastructure. The Foundation will focus on national priorities, emerging frontiers, and coordinating research initiatives across government levels.",Central Government (as per text references),True
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/113_2023_LS_Eng83202330313PM.pdf?source=legislation,no,"This bill does not contain any provisions or sections related to animals, animal welfare, animal testing, livestock, dairy, or the meat industry. Its scope is entirely focused on digital personal data.","This bill primarily addresses digital personal data protection and privacy. It has no direct or indirect provisions that would affect animal welfare policy, animal agriculture, or any related areas.",2023,,,[],"THE DIGITAL PERSONAL DATA PROTECTION BILL, 2023",Neutral,95,"This bill aims to regulate the processing of digital personal data in India. It seeks to balance the individual's right to protect their personal data with the necessity of processing such data for lawful purposes. The bill outlines obligations for data fiduciaries, defines rights and duties of data principals, establishes a Data Protection Board of India, and specifies penalties for non-compliance.","Not explicitly stated, but 'Central Government' is mentioned in relation to its commencement and establishment of the Board.",False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/113_2023_LS_Eng83202330313PM.pdf?source=legislation,no,"N/A - This bill does not contain any provisions or references related to animals, animal welfare, animal testing, livestock, dairy, or the meat industry.",This bill is focused entirely on digital personal data protection for human individuals and has no direct or indirect impact on animal welfare policy.,2023 (specific date not provided),,,[],"THE DIGITAL PERSONAL DATA PROTECTION BILL, 2023",Neutral,96,"This bill aims to regulate the processing of digital personal data in India. Its core purpose is to balance an individual's right to protect their personal data with the necessity of processing such data for lawful purposes. It outlines obligations for data fiduciaries, rights and duties of data principals, and establishes a Data Protection Board for enforcement.","Not explicitly stated in the provided text, but introduced in Lok Sabha (Parliament of India), typically by the Ministry of Electronics and Information Technology.",False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/114_2023_LS_ENG83202360247PM.pdf?source=legislation,no,N/A - This bill is not related to animals or animal agriculture.,N/A - This bill regulates the registration and qualifications of pharmacists and medical assistants in the Union Territories of Jammu and Kashmir and Ladakh. It has no discernible impact on animal welfare policy or related sectors.,"2023 (as Bill No. 114 of 2023, introduced in Lok Sabha)",,,"None explicitly mentioned as lobbying organizations/companies. Consultations were held between the Ministry of Home Affairs, the Department of Health and Medical Education of the Government of Union territory of Jammu and Kashmir, and the Administration of Union territory of Ladakh.","THE PHARMACY (AMENDMENT) BILL, 2023",Neutral,97,"This bill proposes to amend the Pharmacy Act, 1948 by inserting a new section 32C. Its primary goal is to provide a mechanism for individuals previously registered or qualified under the repealed Jammu and Kashmir Pharmacy Act, 2011, to be registered as pharmacists in the Union Territories of Jammu and Kashmir and Ladakh. This aims to resolve ambiguities arising from the reorganisation of the former State of J&K and ensure continuity for these professionals.","Ministry of Home Affairs (MHA), Department of Health and Medical Education of Government of Union territory of Jammu and Kashmir, Administration of Union territory of Ladakh.",False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/114_2023_LS_ENG83202360247PM.pdf?source=legislation,no,,This bill has no direct impact on animal welfare policy as it pertains solely to the regulation and registration of human pharmacists and medical assistants within specific Union Territories of India.,Not specified in the provided text for this specific bill.,,,"None explicitly mentioned as external lobbying entities. The bill notes discussions and vetting with the Ministry of Home Affairs, Department of Health and Medical Education of Government of Union territory of Jammu and Kashmir, and Administration of Union territory of Ladakh, which are government bodies.","THE PHARMACY (AMENDMENT) BILL, 2023",Neutral,98,"This bill proposes to amend the Pharmacy Act, 1948, by inserting a new Section 32C. Its primary objective is to clarify and provide a pathway for the registration of individuals as pharmacists in the Union Territories of Jammu and Kashmir and Ladakh. This includes those previously registered or holding qualifications under the repealed Jammu and Kashmir Pharmacy Act, 2011, resolving ambiguities that arose after the Jammu and Kashmir Reorganisation Act, 2019.","Ministry of Home Affairs, Department of Health and Medical Education of Government of Union territory of Jammu and Kashmir, Administration of Union territory of Ladakh (involved in consultations and vetting).",False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/112_2023_LS_ENG81202323723PM.pdf?source=legislation,no,N/A,This bill does not contain any provisions related to animal welfare or animal agriculture policy.,"Not explicitly stated as introduction date; deemed to have come into force on the 19th day of May, 2023.",,,[],"THE GOVERNMENT OF NATIONAL CAPITAL TERRITORY OF DELHI (AMENDMENT) BILL, 2023",Neutral,99,"This bill seeks to amend the Government of National Capital Territory of Delhi Act, 1991. Key changes include redefining the powers of the Lieutenant Governor, substituting 'act in his discretion' with 'act in his sole discretion' in certain contexts, and introducing a new Part IV-A. This new part establishes provisions for maintaining administrative balance in Delhi, including defining various civil service roles and introducing the 'National Capital Civil Service Authority' for governance matters.",The bill concerns the governance of the National Capital Territory of Delhi and is enacted by Parliament. It does not specify a particular Central Government Ministry.,False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/112_2023_LS_ENG81202323723PM.pdf?source=legislation,no,"No sections related to animals, animal welfare, livestock, dairy, or meat industry were found in the provided text.","This bill does not appear to have any direct or indirect impact on animal welfare policy. Its scope is entirely focused on the administrative and governance structure of the National Capital Territory of Delhi, particularly concerning the powers of the Lieutenant Governor and the control over civil services.","Not explicitly stated in the provided text; it is deemed to have come into force on May 19, 2023.",,,[],"THE GOVERNMENT OF NATIONAL CAPITAL TERRITORY OF DELHI (AMENDMENT) BILL, 2023",Neutral,100,"This bill seeks to amend the Government of National Capital Territory of Delhi Act, 1991. It significantly enhances the discretionary powers of the Lieutenant Governor by granting them 'sole discretion' in certain matters. Furthermore, it establishes a new 'National Capital Civil Service Authority' to oversee the transfer, posting, and disciplinary matters of Group 'A', 'B', and 'C' officers and officials, explicitly excluding those involved in public order, police, and land. This move centralizes control over the bureaucracy of Delhi.","Ministry of Home Affairs (inferred, as it pertains to the governance of a Union Territory, Delhi, enacted by Parliament)",False
https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/144_1986_LS_ENG.pdf?source=legislation,,,,,,"It appears the government bill text content is missing. Please provide the partial content of the bill so I can perform the analysis.

Without the bill text, I cannot fill in the requested fields accurately.",,,,101,,,
